virus_id,step,waymo_x,waymo_y,hybrid_x,hybrid_y,label
693.0,0.0,2701.001250304933,2713.045674651412,5634.75529608354,320.79115667050837,0
864.0,68.0,8423.956106670465,7230.425319577822,-2286.193389746307,7441.537869652762,0
778.0,7.0,2312.8814133849187,10273.1857805257,-1696.8881543642162,-383.1067276535159,1
990.0,25.0,4402.953899512915,9330.592309523654,2773.3783179629345,6426.780975803173,0
734.0,10.0,723.5388799717814,3371.172147499196,-8176.625584510581,-11026.585145411602,0
837.0,43.0,5392.317475857737,-2362.9088155821223,-1940.5915377471106,-1987.4754939607192,0
871.0,0.0,1973.036734672461,-2714.05325277403,3893.868497386762,-2279.426555677111,0
433.0,10.0,29.148296443641442,-1650.5425387146695,2371.491286065005,508.21119142992666,0
43.0,16.0,-861.2342201025701,-741.3940325080764,1623.5894163871249,1056.2248802648348,0
845.0,18.0,3444.981499969849,-2423.3684518185605,3435.2946731048723,-4729.846666549293,0
841.0,7.0,2087.5618745185666,3484.4285416572134,-5095.493974162235,-3077.172050111826,0
695.0,49.0,2126.6311279222737,-65.66574009712491,-11307.161293429908,-926.1871359123135,0
166.0,31.0,4790.348949671257,-1220.225029644125,-4658.151612743861,8206.037743229686,1
87.0,61.0,-1723.954118689655,-5938.646498486359,-3248.3896377726105,-4108.333541870016,0
962.0,21.0,-8584.551924948273,8419.800927200182,697.984792411623,-982.2267676395094,1
351.0,4.0,3092.9226170386064,-4043.0652394330937,233.6087000702404,7010.961504710112,1
362.0,8.0,752.4865699763546,5347.281741096927,3091.2633847241395,-11042.263983134306,1
698.0,66.0,-1668.45370574756,-2351.6074555722544,-9310.884455549867,6306.864730128631,1
529.0,7.0,-860.2146843151772,8663.482251907695,3330.7702042911988,-14062.04203161038,0
159.0,60.0,-518.5299948254684,1433.0686093088611,5992.073767016162,12152.113830959026,0
350.0,0.0,-238.75683388334187,6129.369819375758,498.01231045129146,1953.0537072910554,0
750.0,21.0,6918.1059811098,-913.3987610996173,128.2134066844797,3748.514818632139,1
123.0,14.0,-31.785827076068017,870.6517912902294,634.8128599043965,-4798.252318396455,0
617.0,5.0,3154.3149923139063,2487.007467045703,5533.312999310471,-7612.496127374676,0
584.0,10.0,-14365.034924212667,-3949.9584542347675,5493.260410443762,-865.7353855134937,1
759.0,60.0,5180.384459397809,-14436.585169602275,10938.132122516921,-1905.010346046985,1
861.0,57.0,1841.3474302403029,489.72397359887054,893.5361174072617,15107.787283814876,0
622.0,10.0,-3802.623551199844,-2860.7484169639424,-2248.586779339583,2111.5079130397226,1
321.0,25.0,-87.81946095349397,-5134.53263201879,6235.590814810368,-3066.088640176563,1
744.0,8.0,-6068.1551473754225,-12930.29344135048,5209.768395970283,1599.852615717953,0
910.0,15.0,1381.4104024081835,353.9763967739609,5075.800816092895,-686.6765545452357,1
52.0,8.0,2391.429773646011,-1412.9338381481116,1239.2134463025084,-4984.141041078548,0
933.0,5.0,1927.452121768108,1728.967762087777,-886.2750561657324,-17267.92686230152,0
963.0,11.0,5488.465766627923,-1634.099223840046,-288.00323728760304,-1869.6459445932064,1
0.0,11.0,3892.1690950218194,-665.6385000396933,9385.95816892216,-1242.0142287952863,1
0.0,66.0,6013.434197787558,-5692.811460104849,-866.2187398290594,-9798.444382265961,0
897.0,24.0,-923.2878959119219,5728.846477500148,8106.810688374479,-5971.431512411791,1
378.0,24.0,4914.115905518962,-3156.3021949481777,2505.4170947150233,-3498.638366096493,0
80.0,44.0,10988.723313288088,-16794.219153837086,-235.8569787377569,-105.24375143947918,0
651.0,11.0,4611.976372507024,1017.4148601830966,448.1502660362677,1876.562570264527,0
420.0,11.0,-2542.9372343905998,-9627.192562047529,968.0558771012618,3736.852514205534,0
309.0,38.0,10948.55056086524,1833.4513783150749,723.5488610794524,-5465.145645101652,1
790.0,16.0,2223.380029816938,-759.9598738904665,2959.252681822939,-7372.405736882656,1
499.0,29.0,-3786.3933821470573,658.4257857710197,10231.386772218406,-14916.75945902275,0
937.0,24.0,-289.52673411113193,-10182.483011816032,-9041.233249934614,-18.399443848723422,0
309.0,46.0,6497.290422172368,-576.9227660389379,-5064.963488229292,155.5241515145866,0
83.0,9.0,79.15976890452862,-1394.4007324027127,-14122.700606819677,5660.156578813616,0
403.0,52.0,-5868.104683213747,-13375.56276208624,16351.61837769463,8311.470040225644,0
469.0,28.0,1331.4365332353862,2329.7252499691017,-15.530831386014512,-16956.57950322693,0
891.0,0.0,1209.3379654117205,10907.037700116092,2451.02131187098,-8926.11361452149,0
417.0,8.0,3458.0770863216526,1922.1618095068652,-1087.0937193411605,-2390.481490615604,1
536.0,3.0,-8618.530839526817,7007.123314649072,851.6178390229727,-740.883602140482,1
910.0,7.0,4199.193175191247,9892.686532022837,7668.402718806776,2352.49968185545,0
112.0,0.0,2788.461488341695,3800.43905897656,2068.011072729954,-3010.9459310469997,0
667.0,27.0,4839.997998945248,7827.863304468173,502.0776092496168,299.5023508184278,1
725.0,44.0,-9406.234169192558,2787.8331139965567,1705.323866833582,-2739.021824419108,1
212.0,50.0,-37.87020024069227,-1086.0218226927734,-3494.5078322388795,-4857.61960879254,0
491.0,16.0,-4997.7314763540935,2258.9081905688217,2622.0060075460297,1583.536608236832,1
263.0,45.0,2262.190028922103,-11189.783670436982,-11934.71137730333,-446.8052608528168,0
291.0,10.0,-882.6172332293547,-4127.518554573467,-4097.3953878206585,6019.246907710315,0
788.0,6.0,3324.0138956171854,-1643.3238867823284,1149.6646664765258,-375.22961451530705,0
685.0,48.0,-1397.708706383563,-3748.2183738435665,4226.97612407387,233.3122136673202,0
118.0,15.0,-3713.3590886513525,-16131.475037776905,7382.692734294643,-3675.8045330631976,0
830.0,6.0,244.48449086866128,-2463.111044433049,560.1979215482147,-5442.660606903057,1
576.0,8.0,7438.639172533149,4754.710505886141,5391.830706843872,-15579.723545705061,1
451.0,12.0,2093.2525993569043,7899.923877093535,15830.999845775368,-2147.0697329704058,1
356.0,73.0,-1011.5924292855849,9494.535084822204,-3719.283144506646,-1721.4492757556222,0
393.0,4.0,-5293.407154817054,-5681.995925851003,1322.157786940871,7035.9973643715675,0
837.0,70.0,829.7679120217504,310.6460104143307,-7917.102246637386,-817.5365962598175,0
647.0,17.0,-29.009310944794834,-2675.677044391354,2018.3390896926287,-6568.048084662387,1
157.0,32.0,1587.930692269647,4051.608389928359,6454.87691549916,-6366.250983543328,1
808.0,28.0,8737.225765460282,6513.281814346419,6427.151368636149,-1270.207871855342,1
672.0,20.0,431.84640061628136,3001.487627764434,5345.443850651017,-852.5848801109307,1
614.0,4.0,-349.7094358369882,424.02667984709296,-179.10671655596252,4039.102342654106,0
597.0,16.0,1511.1794906802606,15895.041739337408,-224.25683208814263,-6593.44545921429,1
304.0,8.0,1144.5024329449216,11365.778378698864,5942.783339747718,5695.34585232832,0
822.0,58.0,515.02479102507,9669.010584554442,1020.3143856053348,2113.4594698148717,0
989.0,17.0,-5426.455882321008,-8822.452950719802,-11405.216397743898,2496.7127175629917,0
718.0,5.0,-6148.916783923961,-7423.700058478144,4.249274559062769,8803.094670838129,0
50.0,49.0,5567.633947696614,1056.9448456434202,8100.408432560772,667.4523596788997,0
331.0,75.0,3183.442047772259,9723.58265760818,68.83788550504518,555.1548957833675,0
562.0,10.0,1246.0979723648275,-661.0797282094929,5097.104863939054,10153.731536524616,0
413.0,14.0,-270.0172829699503,2769.701714524787,9785.389113572255,1465.3801583521754,1
202.0,6.0,-6900.586549640506,1984.5821859856615,5333.8011834450335,496.6625251566195,0
1047.85,23.0,335.0932202945131,5600.741112570055,-47.271199461796414,3374.034418912269,0
44.0,36.0,-429.427803066872,-2250.9826903100898,1947.1065490939372,10459.5438798417,1
346.0,19.0,-3175.607458004964,1430.5860727202207,-305.5981772946984,-3050.647835171476,1
877.0,57.0,16361.888781104051,-1378.927897964426,-11229.119212818401,6359.842548330074,0
25.0,26.0,1736.3825532094922,4879.833218728671,2712.479137828699,-9283.863395876666,1
774.0,71.0,147.83013308620616,634.8753123599573,-4418.257982294739,-884.5191690768519,0
82.0,8.0,635.9347293213318,-12497.938457353914,2476.1482255598003,676.8339376703532,0
0.0,58.0,970.3575366169827,7492.529921460079,-7033.2536608812115,4864.343153506363,0
960.0,43.0,-632.4567621276979,6914.780816235298,5894.984413771982,-3132.991565223251,0
639.0,15.0,1209.993982879629,-7.8875528493376805,-4841.278521534652,-2883.9047770946895,1
691.0,14.0,1897.3133316088038,5108.793797620217,437.22278714549566,-1807.6682639815167,0
303.0,31.0,-11182.991332605508,-6013.648866449038,6693.509077350859,3664.443731003167,1
688.0,21.0,3335.3307620527994,1470.1833111603955,2249.5395107843874,5599.009678080571,1
400.0,32.0,1770.6261382464381,5853.439833773538,-4561.844821881121,-5854.91787846859,0
372.0,23.0,4965.617742246783,6553.07840335897,5609.30457016176,1627.9774603452825,0
457.0,74.0,958.8328499980651,-3188.3123960051876,-1797.720562580474,315.3207895075293,0
648.0,25.0,5087.178295244371,-4225.844067724616,10937.303907507376,1567.6181792406833,0
151.0,25.0,-1243.9379631384463,268.4766964823109,10070.254316274004,-1033.6746035448973,1
318.0,13.0,2112.844693826089,322.78318355346835,3283.8278232299813,2286.518045080352,1
1047.85,22.0,-169.17826294939408,-428.54607601677895,5016.361039427208,1149.5977552734398,1
145.0,10.0,-11775.598535220302,2947.248015289628,1157.5167333061886,1106.5224048148843,1
111.0,42.0,1327.700065153095,4506.574274014275,-599.3972032739571,-5348.447624012479,0
391.0,27.0,8223.312395237388,9928.533240377426,2358.703169610341,-2159.292474459202,1
683.0,19.0,2709.3910507466185,-2117.0855208286275,-1961.3106279391627,1829.947835778239,1
343.0,40.0,2233.183614490579,-531.5563616882812,-8284.408393189715,5847.562115474137,0
533.0,76.0,1332.3392418761505,-20015.125023165827,-1720.8263012506695,1463.461826582432,0
699.0,2.0,-52.1533125889373,2456.015440412708,78.16557288207666,-3651.2216151104776,0
246.0,62.0,-1576.3232802460068,3461.2026787210125,3561.576177230118,-5879.947221014972,0
569.0,11.0,-4629.994826112941,5199.619050864502,11436.3312079641,912.6116195120157,1
567.0,2.0,746.7059514581806,2711.178329663265,328.560926272605,5058.128085376814,0
40.0,19.0,10187.083048504252,484.71457314596637,-298.96752566240286,1958.2230255326199,0
749.0,19.0,6226.60180226328,-3395.234658890535,-43.08417252107665,-1041.898829555923,1
693.0,1.0,2623.7137201078876,1420.6024310294474,1757.8378171629847,1692.9342986547745,0
195.0,5.0,7526.628937973456,4514.74875463577,5354.2493390468335,-5074.44363954775,1
0.0,15.0,3672.63105695774,-4611.706846973321,2463.5063069137123,5088.657854851322,1
1018.0,5.0,2402.033685590901,895.8446613167466,-332.95525498717706,668.8191412151775,0
444.0,16.0,2173.5663028011218,5275.706901416701,9166.6374194505,4887.474548666477,0
538.0,49.0,-110.63311971616068,-96.9573675666179,154.1287295115128,-4713.641199172415,1
336.0,29.0,4972.622494211536,12320.215192563,17560.050469523812,-1304.8807565218185,1
988.0,18.0,-2400.7980993995325,-3069.157942003407,1882.2522282086293,-5201.891478477543,0
582.0,28.0,-117.26576872561554,-671.3239224016406,2846.0655511613986,7147.712255892052,0
340.0,66.0,1982.6149457542197,4918.239663865712,11275.940819664875,2874.0305838869035,0
486.0,14.0,-2302.711653503313,-8514.872368854709,2058.6644171961716,1917.6739879846236,1
424.0,9.0,5066.997263460556,-357.0098105591735,1553.4942888974358,-3249.770862140788,1
530.0,4.0,6574.841513103449,4896.164984926148,-3264.988949540787,-5388.1946388977585,0
348.0,47.0,2009.9918237652262,567.0254064642986,-216.63929149403475,-2709.06020867213,0
56.0,4.0,1935.9578648972843,-3989.123052884893,1115.5655148365008,-14185.883214099511,0
281.0,28.0,2365.5650609210725,563.9558752945335,3535.9865301767445,-2659.60535806188,0
863.0,43.0,-8999.73084031129,-5223.2802396826555,9521.115319022594,2341.031851149051,0
