file,virus_id,step,waymo_x,waymo_y,hybrid_x,hybrid_y,label
validation_tfexample.tfrecord-00058-of-00150,557,59,310.6335144042969,1774.115966796875,310.6335144042969,1774.115966796875,0
validation_tfexample.tfrecord-00058-of-00150,557,60,310.0101318359375,1774.7694091796875,310.0101318359375,1774.7694091796875,0
validation_tfexample.tfrecord-00058-of-00150,557,61,309.3370056152344,1775.406005859375,309.3370056152344,1775.406005859375,0
validation_tfexample.tfrecord-00058-of-00150,557,62,308.69366455078125,1776.023193359375,308.69366455078125,1776.023193359375,0
validation_tfexample.tfrecord-00058-of-00150,557,63,308.05902099609375,1776.623291015625,308.05902099609375,1776.623291015625,0
validation_tfexample.tfrecord-00058-of-00150,557,64,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,65,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,66,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,67,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,68,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,69,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,70,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,71,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,72,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,73,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,74,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,75,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,76,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,77,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,78,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,557,79,-1.0,-1.0,-1.0,-1.0,0
validation_tfexample.tfrecord-00058-of-00150,668,0,4819.32470703125,7879.20654296875,4819.32470703125,7879.20654296875,0
validation_tfexample.tfrecord-00058-of-00150,668,1,4817.56201171875,7879.16748046875,4817.56201171875,7879.16748046875,0
validation_tfexample.tfrecord-00058-of-00150,668,2,4815.81201171875,7879.12939453125,4815.81201171875,7879.12939453125,0
validation_tfexample.tfrecord-00058-of-00150,668,3,4814.01025390625,7879.1015625,4814.01025390625,7879.1015625,0
validation_tfexample.tfrecord-00058-of-00150,668,4,4812.18896484375,7879.078125,4812.18896484375,7879.078125,0
validation_tfexample.tfrecord-00058-of-00150,668,5,4810.48291015625,7879.02490234375,4810.48291015625,7879.02490234375,0
validation_tfexample.tfrecord-00058-of-00150,668,6,4808.66943359375,7878.98046875,4808.66943359375,7878.98046875,0
validation_tfexample.tfrecord-00058-of-00150,668,7,4806.8447265625,7878.96826171875,4806.8447265625,7878.96826171875,0
validation_tfexample.tfrecord-00058-of-00150,668,8,4805.0810546875,7878.94189453125,4805.0810546875,7878.94189453125,0
validation_tfexample.tfrecord-00058-of-00150,668,9,4803.240234375,7878.9189453125,4803.240234375,7878.9189453125,0
validation_tfexample.tfrecord-00058-of-00150,668,10,4801.42626953125,7878.89453125,4802.421102643013,7877.915090799332,1
validation_tfexample.tfrecord-00058-of-00150,668,11,4799.63037109375,7878.873046875,4800.630051791668,7877.874052703381,1
validation_tfexample.tfrecord-00058-of-00150,668,12,4797.8203125,7878.85693359375,4798.82013207674,7877.857102870941,1
validation_tfexample.tfrecord-00058-of-00150,668,13,4796.02978515625,7878.8359375,4797.029504537582,7877.835987269878,1
validation_tfexample.tfrecord-00058-of-00150,668,14,4794.18212890625,7878.82275390625,4795.181270062923,7877.822773993015,1
validation_tfexample.tfrecord-00058-of-00150,668,15,4792.369140625,7878.80712890625,4793.3633705973625,7877.807139515877,1
validation_tfexample.tfrecord-00058-of-00150,668,16,4790.517578125,7878.79931640625,4791.409074604511,7877.799324691296,1
validation_tfexample.tfrecord-00058-of-00150,668,17,4788.70654296875,7878.7939453125,4788.181161344051,7877.793954610825,1
validation_tfexample.tfrecord-00058-of-00150,668,18,4786.8525390625,7878.78955078125,4785.865786254406,7877.789560616016,1
validation_tfexample.tfrecord-00058-of-00150,668,19,4785.0048828125,7878.78857421875,4784.005782842636,7877.788584828377,1
validation_tfexample.tfrecord-00058-of-00150,668,20,4783.18310546875,7878.79052734375,4782.183390080929,7877.79053735733,1
validation_tfexample.tfrecord-00058-of-00150,668,21,4781.39599609375,7878.79345703125,4781.39599609375,7878.79345703125,0
validation_tfexample.tfrecord-00058-of-00150,668,22,4779.5390625,7878.7958984375,4779.5390625,7878.7958984375,0
validation_tfexample.tfrecord-00058-of-00150,668,23,4777.72265625,7878.80810546875,4777.72265625,7878.80810546875,0
validation_tfexample.tfrecord-00058-of-00150,668,24,4775.90771484375,7878.81640625,4775.90771484375,7878.81640625,0
validation_tfexample.tfrecord-00058-of-00150,668,25,4774.07080078125,7878.82763671875,4774.07080078125,7878.82763671875,0
validation_tfexample.tfrecord-00058-of-00150,668,26,4772.2314453125,7878.83203125,4772.2314453125,7878.83203125,0
validation_tfexample.tfrecord-00058-of-00150,668,27,4770.3828125,7878.85986328125,4770.3828125,7878.85986328125,0
validation_tfexample.tfrecord-00058-of-00150,668,28,4768.61767578125,7878.884765625,4768.61767578125,7878.884765625,0
validation_tfexample.tfrecord-00058-of-00150,668,29,4766.74951171875,7878.8994140625,4766.74951171875,7878.8994140625,0
validation_tfexample.tfrecord-00058-of-00150,668,30,4764.90576171875,7878.9287109375,4764.90576171875,7878.9287109375,0
validation_tfexample.tfrecord-00058-of-00150,668,31,4763.0576171875,7878.95703125,4763.0576171875,7878.95703125,0
validation_tfexample.tfrecord-00058-of-00150,668,32,4761.2001953125,7878.97509765625,4761.2001953125,7878.97509765625,0
validation_tfexample.tfrecord-00058-of-00150,668,33,4759.34912109375,7878.9931640625,4759.34912109375,7878.9931640625,0
validation_tfexample.tfrecord-00058-of-00150,668,34,4757.48779296875,7879.009765625,4757.48779296875,7879.009765625,0
validation_tfexample.tfrecord-00058-of-00150,668,35,4755.65966796875,7879.03759765625,4755.65966796875,7879.03759765625,0
validation_tfexample.tfrecord-00058-of-00150,668,36,4753.830078125,7879.076171875,4753.830078125,7879.076171875,0
validation_tfexample.tfrecord-00058-of-00150,668,37,4752.04150390625,7879.08935546875,4752.04150390625,7879.08935546875,0
validation_tfexample.tfrecord-00058-of-00150,668,38,4750.146484375,7879.111328125,4750.146484375,7879.111328125,0
validation_tfexample.tfrecord-00058-of-00150,668,39,4748.31640625,7879.15576171875,4748.31640625,7879.15576171875,0
validation_tfexample.tfrecord-00058-of-00150,668,40,4746.45361328125,7879.17724609375,4746.45361328125,7879.17724609375,0
validation_tfexample.tfrecord-00058-of-00150,668,41,4744.60595703125,7879.201171875,4744.60595703125,7879.201171875,0
validation_tfexample.tfrecord-00058-of-00150,668,42,4742.72021484375,7879.216796875,4742.72021484375,7879.216796875,0
validation_tfexample.tfrecord-00058-of-00150,668,43,4740.8603515625,7879.23974609375,4740.8603515625,7879.23974609375,0
validation_tfexample.tfrecord-00058-of-00150,668,44,4738.96875,7879.2587890625,4738.96875,7879.2587890625,0
validation_tfexample.tfrecord-00058-of-00150,668,45,4737.1298828125,7879.2802734375,4737.1298828125,7879.2802734375,0
validation_tfexample.tfrecord-00058-of-00150,668,46,4735.2666015625,7879.3056640625,4735.2666015625,7879.3056640625,0
validation_tfexample.tfrecord-00058-of-00150,668,47,4733.4150390625,7879.32275390625,4733.4150390625,7879.32275390625,0
validation_tfexample.tfrecord-00058-of-00150,668,48,4731.5556640625,7879.3388671875,4731.5556640625,7879.3388671875,0
validation_tfexample.tfrecord-00058-of-00150,668,49,4729.6669921875,7879.3583984375,4729.6669921875,7879.3583984375,0
validation_tfexample.tfrecord-00058-of-00150,668,50,4727.8271484375,7879.36962890625,4727.8271484375,7879.36962890625,0
validation_tfexample.tfrecord-00058-of-00150,668,51,4725.9609375,7879.36669921875,4725.9609375,7879.36669921875,0
validation_tfexample.tfrecord-00058-of-00150,668,52,4724.11572265625,7879.3740234375,4724.11572265625,7879.3740234375,0
validation_tfexample.tfrecord-00058-of-00150,668,53,4722.34423828125,7879.39404296875,4722.34423828125,7879.39404296875,0
validation_tfexample.tfrecord-00058-of-00150,668,54,4720.49072265625,7879.4052734375,4720.49072265625,7879.4052734375,0
validation_tfexample.tfrecord-00058-of-00150,668,55,4718.642578125,7879.40771484375,4718.642578125,7879.40771484375,0
validation_tfexample.tfrecord-00058-of-00150,668,56,4716.77783203125,7879.41455078125,4716.77783203125,7879.41455078125,0
validation_tfexample.tfrecord-00058-of-00150,668,57,4714.93408203125,7879.41357421875,4714.93408203125,7879.41357421875,0
validation_tfexample.tfrecord-00058-of-00150,668,58,4713.087890625,7879.4140625,4713.087890625,7879.4140625,0
validation_tfexample.tfrecord-00058-of-00150,668,59,4711.28125,7879.41650390625,4711.28125,7879.41650390625,0
validation_tfexample.tfrecord-00058-of-00150,668,60,4709.4716796875,7879.427734375,4709.4716796875,7879.427734375,0
validation_tfexample.tfrecord-00058-of-00150,668,61,4707.6298828125,7879.4072265625,4707.6298828125,7879.4072265625,0
validation_tfexample.tfrecord-00058-of-00150,668,62,4705.77734375,7879.4052734375,4705.77734375,7879.4052734375,0
validation_tfexample.tfrecord-00058-of-00150,668,63,4703.94482421875,7879.40966796875,4703.94482421875,7879.40966796875,0
validation_tfexample.tfrecord-00058-of-00150,668,64,4702.08056640625,7879.41845703125,4702.08056640625,7879.41845703125,0
validation_tfexample.tfrecord-00058-of-00150,668,65,4700.26953125,7879.4345703125,4700.26953125,7879.4345703125,0
validation_tfexample.tfrecord-00058-of-00150,668,66,4698.40771484375,7879.4306640625,4698.40771484375,7879.4306640625,0
validation_tfexample.tfrecord-00058-of-00150,668,67,4696.56201171875,7879.43896484375,4696.56201171875,7879.43896484375,0
validation_tfexample.tfrecord-00058-of-00150,668,68,4694.74365234375,7879.42529296875,4694.74365234375,7879.42529296875,0
validation_tfexample.tfrecord-00058-of-00150,668,69,4692.908203125,7879.42724609375,4692.908203125,7879.42724609375,0
validation_tfexample.tfrecord-00058-of-00150,668,70,4691.044921875,7879.4189453125,4691.044921875,7879.4189453125,0
validation_tfexample.tfrecord-00058-of-00150,668,71,4689.17333984375,7879.41015625,4689.17333984375,7879.41015625,0
validation_tfexample.tfrecord-00058-of-00150,668,72,4687.3388671875,7879.40087890625,4687.3388671875,7879.40087890625,0
validation_tfexample.tfrecord-00058-of-00150,668,73,4685.45068359375,7879.39013671875,4685.45068359375,7879.39013671875,0
validation_tfexample.tfrecord-00058-of-00150,668,74,4683.58984375,7879.38427734375,4683.58984375,7879.38427734375,0
validation_tfexample.tfrecord-00058-of-00150,668,75,4681.732421875,7879.38427734375,4681.732421875,7879.38427734375,0
validation_tfexample.tfrecord-00058-of-00150,668,76,4679.8701171875,7879.3720703125,4679.8701171875,7879.3720703125,0
validation_tfexample.tfrecord-00058-of-00150,668,77,4677.97900390625,7879.38037109375,4677.97900390625,7879.38037109375,0
validation_tfexample.tfrecord-00058-of-00150,668,78,4676.13427734375,7879.38037109375,4676.13427734375,7879.38037109375,0
validation_tfexample.tfrecord-00058-of-00150,668,79,4674.30517578125,7879.36181640625,4674.30517578125,7879.36181640625,0
validation_tfexample.tfrecord-00058-of-00150,787,0,5163.10107421875,3065.648193359375,5163.10107421875,3065.648193359375,0
validation_tfexample.tfrecord-00058-of-00150,787,1,5163.1083984375,3065.656494140625,5163.1083984375,3065.656494140625,0
validation_tfexample.tfrecord-00058-of-00150,787,2,5163.11669921875,3065.661865234375,5163.11669921875,3065.661865234375,0
validation_tfexample.tfrecord-00058-of-00150,787,3,5163.1015625,3065.66650390625,5163.1015625,3065.66650390625,0
validation_tfexample.tfrecord-00058-of-00150,787,4,5163.10595703125,3065.684814453125,5163.10595703125,3065.684814453125,0
validation_tfexample.tfrecord-00058-of-00150,787,5,5163.10205078125,3065.682373046875,5163.10205078125,3065.682373046875,0
validation_tfexample.tfrecord-00058-of-00150,787,6,5163.111328125,3065.675048828125,5163.111328125,3065.675048828125,0
validation_tfexample.tfrecord-00058-of-00150,787,7,5163.0986328125,3065.6728515625,5163.0986328125,3065.6728515625,0
validation_tfexample.tfrecord-00058-of-00150,787,8,5163.0986328125,3065.6708984375,5163.0986328125,3065.6708984375,0
validation_tfexample.tfrecord-00058-of-00150,787,9,5163.109375,3065.66064453125,5163.109375,3065.66064453125,0
validation_tfexample.tfrecord-00058-of-00150,787,10,5163.11376953125,3065.66357421875,5164.11104375124,3064.678320348263,1
validation_tfexample.tfrecord-00058-of-00150,787,11,5163.11474609375,3065.66796875,5164.114551782608,3064.6686660051346,1
validation_tfexample.tfrecord-00058-of-00150,787,12,5163.11181640625,3065.67919921875,5164.111680865288,3064.6793172955513,1
validation_tfexample.tfrecord-00058-of-00150,787,13,5163.11767578125,3065.6943359375,5164.117416381836,3064.694369316101,1
validation_tfexample.tfrecord-00058-of-00150,787,14,5163.11474609375,3065.68212890625,5164.113658905029,3064.682141184807,1
validation_tfexample.tfrecord-00058-of-00150,787,15,5163.10546875,3065.688720703125,5164.092206180096,3064.6887267827988,1
validation_tfexample.tfrecord-00058-of-00150,787,16,5163.1142578125,3065.691162109375,5163.634019374847,3064.6911670565605,1
validation_tfexample.tfrecord-00058-of-00150,787,17,5163.10595703125,3065.686279296875,5162.1432982087135,3064.686286211014,1
validation_tfexample.tfrecord-00058-of-00150,787,18,5163.11572265625,3065.698486328125,5162.1166315078735,3064.6984949707985,1
validation_tfexample.tfrecord-00058-of-00150,787,19,5163.10498046875,3065.685546875,5162.1051970124245,3064.6855550408363,1
validation_tfexample.tfrecord-00058-of-00150,787,20,5163.109375,3065.692138671875,5162.109505653381,3064.6921460032463,1
validation_tfexample.tfrecord-00058-of-00150,787,21,5163.10986328125,3065.678466796875,5163.10986328125,3065.678466796875,0
validation_tfexample.tfrecord-00058-of-00150,787,22,5163.119140625,3065.69189453125,5163.119140625,3065.69189453125,0
validation_tfexample.tfrecord-00058-of-00150,787,23,5163.1162109375,3065.693603515625,5163.1162109375,3065.693603515625,0
validation_tfexample.tfrecord-00058-of-00150,787,24,5163.12109375,3065.69384765625,5163.12109375,3065.69384765625,0
validation_tfexample.tfrecord-00058-of-00150,787,25,5163.11181640625,3065.6982421875,5163.11181640625,3065.6982421875,0
validation_tfexample.tfrecord-00058-of-00150,787,26,5163.10693359375,3065.69580078125,5163.10693359375,3065.69580078125,0
validation_tfexample.tfrecord-00058-of-00150,787,27,5163.1162109375,3065.69384765625,5163.1162109375,3065.69384765625,0
validation_tfexample.tfrecord-00058-of-00150,787,28,5163.1201171875,3065.694580078125,5163.1201171875,3065.694580078125,0
validation_tfexample.tfrecord-00058-of-00150,787,29,5163.11376953125,3065.695556640625,5163.11376953125,3065.695556640625,0
validation_tfexample.tfrecord-00058-of-00150,787,30,5163.11181640625,3065.695556640625,5163.11181640625,3065.695556640625,0
validation_tfexample.tfrecord-00058-of-00150,787,31,5163.11376953125,3065.688720703125,5163.11376953125,3065.688720703125,0
validation_tfexample.tfrecord-00058-of-00150,787,32,5163.10205078125,3065.69287109375,5163.10205078125,3065.69287109375,0
validation_tfexample.tfrecord-00058-of-00150,787,33,5163.11669921875,3065.6845703125,5163.11669921875,3065.6845703125,0
validation_tfexample.tfrecord-00058-of-00150,787,34,5163.10400390625,3065.687255859375,5163.10400390625,3065.687255859375,0
validation_tfexample.tfrecord-00058-of-00150,787,35,5163.11083984375,3065.679443359375,5163.11083984375,3065.679443359375,0
validation_tfexample.tfrecord-00058-of-00150,787,36,5163.1181640625,3065.670166015625,5163.1181640625,3065.670166015625,0
validation_tfexample.tfrecord-00058-of-00150,787,37,5163.11572265625,3065.680908203125,5163.11572265625,3065.680908203125,0
validation_tfexample.tfrecord-00058-of-00150,787,38,5163.1064453125,3065.684326171875,5163.1064453125,3065.684326171875,0
validation_tfexample.tfrecord-00058-of-00150,787,39,5163.11376953125,3065.6787109375,5163.11376953125,3065.6787109375,0
validation_tfexample.tfrecord-00058-of-00150,787,40,5163.11962890625,3065.679931640625,5163.11962890625,3065.679931640625,0
validation_tfexample.tfrecord-00058-of-00150,787,41,5163.115234375,3065.683837890625,5163.115234375,3065.683837890625,0
validation_tfexample.tfrecord-00058-of-00150,787,42,5163.10888671875,3065.6787109375,5163.10888671875,3065.6787109375,0
validation_tfexample.tfrecord-00058-of-00150,787,43,5163.1123046875,3065.689453125,5163.1123046875,3065.689453125,0
validation_tfexample.tfrecord-00058-of-00150,787,44,5163.1162109375,3065.67138671875,5163.1162109375,3065.67138671875,0
validation_tfexample.tfrecord-00058-of-00150,787,45,5163.1171875,3065.66748046875,5163.1171875,3065.66748046875,0
validation_tfexample.tfrecord-00058-of-00150,787,46,5163.09375,3065.654296875,5163.09375,3065.654296875,0
validation_tfexample.tfrecord-00058-of-00150,787,47,5163.107421875,3065.63525390625,5163.107421875,3065.63525390625,0
validation_tfexample.tfrecord-00058-of-00150,787,48,5163.1171875,3065.611083984375,5163.1171875,3065.611083984375,0
validation_tfexample.tfrecord-00058-of-00150,787,49,5163.1005859375,3065.575439453125,5163.1005859375,3065.575439453125,0
validation_tfexample.tfrecord-00058-of-00150,787,50,5163.11328125,3065.53564453125,5163.11328125,3065.53564453125,0
validation_tfexample.tfrecord-00058-of-00150,787,51,5163.1044921875,3065.492919921875,5163.1044921875,3065.492919921875,0
validation_tfexample.tfrecord-00058-of-00150,787,52,5163.1103515625,3065.431640625,5163.1103515625,3065.431640625,0
validation_tfexample.tfrecord-00058-of-00150,787,53,5163.1162109375,3065.3681640625,5163.1162109375,3065.3681640625,0
validation_tfexample.tfrecord-00058-of-00150,787,54,5163.11572265625,3065.320068359375,5163.11572265625,3065.320068359375,0
validation_tfexample.tfrecord-00058-of-00150,787,55,5163.1083984375,3065.270263671875,5163.1083984375,3065.270263671875,0
validation_tfexample.tfrecord-00058-of-00150,787,56,5163.1171875,3065.198486328125,5163.1171875,3065.198486328125,0
validation_tfexample.tfrecord-00058-of-00150,787,57,5163.12109375,3065.131591796875,5163.12109375,3065.131591796875,0
validation_tfexample.tfrecord-00058-of-00150,787,58,5163.11572265625,3065.035400390625,5163.11572265625,3065.035400390625,0
validation_tfexample.tfrecord-00058-of-00150,787,59,5163.12109375,3064.93359375,5163.12109375,3064.93359375,0
validation_tfexample.tfrecord-00058-of-00150,787,60,5163.1025390625,3064.838134765625,5163.1025390625,3064.838134765625,0
validation_tfexample.tfrecord-00058-of-00150,787,61,5163.11572265625,3064.73681640625,5163.11572265625,3064.73681640625,0
validation_tfexample.tfrecord-00058-of-00150,787,62,5163.1005859375,3064.63427734375,5163.1005859375,3064.63427734375,0
validation_tfexample.tfrecord-00058-of-00150,787,63,5163.1103515625,3064.522705078125,5163.1103515625,3064.522705078125,0
validation_tfexample.tfrecord-00058-of-00150,787,64,5163.10546875,3064.39453125,5163.10546875,3064.39453125,0
validation_tfexample.tfrecord-00058-of-00150,787,65,5163.10302734375,3064.264892578125,5163.10302734375,3064.264892578125,0
validation_tfexample.tfrecord-00058-of-00150,787,66,5163.10107421875,3064.128173828125,5163.10107421875,3064.128173828125,0
validation_tfexample.tfrecord-00058-of-00150,787,67,5163.0927734375,3063.968505859375,5163.0927734375,3063.968505859375,0
validation_tfexample.tfrecord-00058-of-00150,787,68,5163.1064453125,3063.7763671875,5163.1064453125,3063.7763671875,0
validation_tfexample.tfrecord-00058-of-00150,787,69,5163.10595703125,3063.54541015625,5163.10595703125,3063.54541015625,0
validation_tfexample.tfrecord-00058-of-00150,787,70,5163.0966796875,3063.26220703125,5163.0966796875,3063.26220703125,0
validation_tfexample.tfrecord-00058-of-00150,787,71,5163.09326171875,3062.956787109375,5163.09326171875,3062.956787109375,0
validation_tfexample.tfrecord-00058-of-00150,787,72,5163.0849609375,3062.652587890625,5163.0849609375,3062.652587890625,0
validation_tfexample.tfrecord-00058-of-00150,787,73,5163.0888671875,3062.295654296875,5163.0888671875,3062.295654296875,0
validation_tfexample.tfrecord-00058-of-00150,787,74,5163.08740234375,3061.923095703125,5163.08740234375,3061.923095703125,0
validation_tfexample.tfrecord-00058-of-00150,787,75,5163.08203125,3061.53759765625,5163.08203125,3061.53759765625,0
validation_tfexample.tfrecord-00058-of-00150,787,76,5163.080078125,3061.112060546875,5163.080078125,3061.112060546875,0
